row_number;date_bibliography;bibliography_id;db_variation_id;origin;phenotype;replicated;title;publication;databank_id;date_id
2838;2013-01-01T00:00:00.000Z;23757202;rs201185434;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2839;2013-01-01T00:00:00.000Z;23757202;rs201394117;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2840;2013-01-01T00:00:00.000Z;23757202;rs201432372;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2841;2013-01-01T00:00:00.000Z;23757202;rs201717871;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2842;2013-01-01T00:00:00.000Z;23757202;rs201766927;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2843;2013-01-01T00:00:00.000Z;23757202;rs201770959;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2844;2013-01-01T00:00:00.000Z;23757202;rs2017800;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2845;2013-01-01T00:00:00.000Z;23757202;rs201944202;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2846;2013-01-01T00:00:00.000Z;23757202;rs202108224;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2847;2013-01-01T00:00:00.000Z;23757202;rs202214630;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2848;2013-01-01T00:00:00.000Z;23757202;rs2234962;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2849;2013-01-01T00:00:00.000Z;23757202;rs2270672;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2850;2013-01-01T00:00:00.000Z;23757202;rs2277474;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2851;2013-01-01T00:00:00.000Z;23757202;rs228373;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2852;2013-01-01T00:00:00.000Z;23757202;rs2288569;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2853;2013-01-01T00:00:00.000Z;23757202;rs2291310;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2854;2013-01-01T00:00:00.000Z;23757202;rs2291311;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2855;2013-01-01T00:00:00.000Z;23757202;rs2293668;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2856;2013-01-01T00:00:00.000Z;23757202;rs2303836;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2857;2013-01-01T00:00:00.000Z;23757202;rs2366751;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2858;2013-01-01T00:00:00.000Z;23757202;rs2562830;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2859;2013-01-01T00:00:00.000Z;23757202;rs2562831;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2860;2013-01-01T00:00:00.000Z;23757202;rs2562839;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2861;2013-01-01T00:00:00.000Z;23757202;rs2627043;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2862;2013-01-01T00:00:00.000Z;23757202;rs2742332;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2863;2013-01-01T00:00:00.000Z;23757202;rs2742347;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2864;2013-01-01T00:00:00.000Z;23757202;rs2742348;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2865;2013-01-01T00:00:00.000Z;23757202;rs2857265;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2866;2013-01-01T00:00:00.000Z;23757202;rs28715870;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2867;2013-01-01T00:00:00.000Z;23757202;rs34155804;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2868;2013-01-01T00:00:00.000Z;23757202;rs34562585;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2869;2013-01-01T00:00:00.000Z;23757202;rs34787999;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2870;2013-01-01T00:00:00.000Z;23757202;rs34924609;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2871;2013-01-01T00:00:00.000Z;23757202;rs368786036;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2872;2013-01-01T00:00:00.000Z;23757202;rs368897883;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2873;2013-01-01T00:00:00.000Z;23757202;rs370684491;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2874;2013-01-01T00:00:00.000Z;23757202;rs371026448;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2875;2013-01-01T00:00:00.000Z;23757202;rs372382315;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
2876;2013-01-01T00:00:00.000Z;23757202;rs3729823;Not available;Not available;Not available;Free the data: one laboratory's approach to knowledge-based genomic variant classification and preparation for EMR integration of genomic data.;Human mutation;4;3,71E+12
