row_number;phenotype;db_variation_id;phenotype_category;category;phenotype_id
4749;Primary dilated cardiomyopathy;rs72650011;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4750;Primary dilated cardiomyopathy;rs727503697;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4751;Dilated cardiomyopathy 1G;rs727504623;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4752;Primary dilated cardiomyopathy;rs730880074;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4753;Dilated cardiomyopathy with woolly hair and keratoderma;rs753011095;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
4754;Dilated cardiomyopathy 1G;rs758527900;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4755;Dilated cardiomyopathy 1G;rs762830792;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4756;Dilated cardiomyopathy 1G;rs766935265;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4757;Dilated cardiomyopathy 1W;rs769799445;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
4758;Dilated cardiomyopathy 1G;rs779868325;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4759;Primary dilated cardiomyopathy;rs992189342;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4760;Primary familial hypertrophic cardiomyopathy;rs1041124171;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4761;Familial hypertrophic cardiomyopathy 11;rs1555418891;Hypertrophic cardiomyopathy;Cardiomyopathies;1,11E+12
4762;Familial hypertrophic cardiomyopathy 4;rs200224422;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
4763;Hypertrophic cardiomyopathy;rs200436876;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4764;Hypertrophic cardiomyopathy;rs374491316;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4765;Hypertrophic cardiomyopathy;rs397515948;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4766;Familial hypertrophic cardiomyopathy 1;rs397515970;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
4767;Familial hypertrophic cardiomyopathy 4;rs397516020;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
4768;Hypertrophic cardiomyopathy;rs397516372;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4769;Familial hypertrophic cardiomyopathy 1;rs397516484;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
4770;Primary familial hypertrophic cardiomyopathy;rs397516597;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4771;Familial hypertrophic cardiomyopathy 11;rs397517062;Hypertrophic cardiomyopathy;Cardiomyopathies;1,11E+12
4772;Hypertrophic cardiomyopathy;rs56375087;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4773;Hypertrophic cardiomyopathy;rs727504922;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4774;Familial hypertrophic cardiomyopathy 14;rs727505228;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
4775;Primary familial hypertrophic cardiomyopathy;rs730880036;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4776;Primary familial hypertrophic cardiomyopathy;rs730880182;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4777;Hypertrophic cardiomyopathy;rs730880930;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4778;Primary familial hypertrophic cardiomyopathy;rs752617053;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4779;Familial hypertrophic cardiomyopathy 2;rs763782935;Hypertrophic cardiomyopathy;Cardiomyopathies;1,08E+12
4780;Primary familial hypertrophic cardiomyopathy;rs869025364;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4781;Hypertrophic cardiomyopathy;rs991834729;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4782;Primary familial hypertrophic cardiomyopathy;rs147503632;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4783;Primary familial hypertrophic cardiomyopathy;rs1553304725;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4784;Hypertrophic cardiomyopathy;rs1566522846;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4785;Familial hypertrophic cardiomyopathy 20;rs200442502;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
4786;Primary familial hypertrophic cardiomyopathy;rs371930065;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4787;Primary familial hypertrophic cardiomyopathy;rs778568339;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4788;Primary familial hypertrophic cardiomyopathy;rs863224691;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4789;Long QT syndrome;rs1040262969;Long QT syndrome;Cardiomyopathies;1,29E+11
4790;Long QT syndrome 1;rs120074177;Long QT syndrome;Cardiomyopathies;1,21E+12
4791;Long QT syndrome;rs120074178;Long QT syndrome;Cardiomyopathies;1,29E+11
4792;Long QT syndrome;rs1219744448;Long QT syndrome;Cardiomyopathies;1,29E+11
4793;Long QT syndrome;rs138567837;Long QT syndrome;Cardiomyopathies;1,29E+11
4794;Long QT syndrome 11;rs140470576;Long QT syndrome;Cardiomyopathies;1,31E+12
4795;Long QT syndrome;rs144615901;Long QT syndrome;Cardiomyopathies;1,29E+11
4796;Long QT syndrome;rs1554426219;Long QT syndrome;Cardiomyopathies;1,29E+11
4797;Congenital long QT syndrome;rs199472863;Long QT syndrome;Cardiomyopathies;1,40E+12
4798;Congenital long QT syndrome;rs199472917;Long QT syndrome;Cardiomyopathies;1,40E+12
4799;Long QT syndrome;rs199527708;Long QT syndrome;Cardiomyopathies;1,29E+11
4800;Long QT syndrome;rs200260629;Long QT syndrome;Cardiomyopathies;1,29E+11
4801;Long QT syndrome;rs201024064;Long QT syndrome;Cardiomyopathies;1,29E+11
4802;Long QT syndrome;rs2519184;Long QT syndrome;Cardiomyopathies;1,29E+11
4803;Long QT syndrome;rs370662635;Long QT syndrome;Cardiomyopathies;1,29E+11
4804;Long QT syndrome;rs397508072;Long QT syndrome;Cardiomyopathies;1,29E+11
4805;Long QT syndrome 3;rs727504822;Long QT syndrome;Cardiomyopathies;1,57E+12
4806;Long QT syndrome;rs767167128;Long QT syndrome;Cardiomyopathies;1,29E+11
4807;Long QT syndrome;rs773708100;Long QT syndrome;Cardiomyopathies;1,29E+11
4808;Long QT syndrome 2;rs794728496;Long QT syndrome;Cardiomyopathies;5,24E+11
4809;Long QT syndrome;rs794728531;Long QT syndrome;Cardiomyopathies;1,29E+11
4810;Long QT syndrome;rs796052176;Long QT syndrome;Cardiomyopathies;1,29E+11
4811;Long QT syndrome;rs869025359;Long QT syndrome;Cardiomyopathies;1,29E+11
4812;Long QT syndrome;rs878853772;Long QT syndrome;Cardiomyopathies;1,29E+11
4813;Long QT syndrome;rs886048167;Long QT syndrome;Cardiomyopathies;1,29E+11
4814;Long QT syndrome;rs891249707;Long QT syndrome;Cardiomyopathies;1,29E+11
4815;Long QT syndrome;rs917884780;Long QT syndrome;Cardiomyopathies;1,29E+11
4816;Catecholaminergic polymorphic ventricular tachycardia;rs1558137849;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4817;Catecholaminergic polymorphic ventricular tachycardia type 1;rs190140598;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;7,90E+11
4818;Catecholaminergic polymorphic ventricular tachycardia;rs372631657;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4819;Catecholaminergic polymorphic ventricular tachycardia;rs569571855;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4820;Catecholaminergic polymorphic ventricular tachycardia;rs72703671;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4821;Catecholaminergic polymorphic ventricular tachycardia type 1;rs766818029;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;7,90E+11
4822;Catecholaminergic polymorphic ventricular tachycardia;rs774625105;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4823;Catecholaminergic polymorphic ventricular tachycardia;rs794728715;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4824;Marfan syndrome;rs1060501054;Marfan syndrome;Cardiomyopathies;2,83E+11
4825;Marfan syndrome;rs112566465;Marfan syndrome;Cardiomyopathies;2,83E+11
4826;Marfan syndrome;rs1555393875;Marfan syndrome;Cardiomyopathies;2,83E+11
4827;Marfan syndrome;rs201778577;Marfan syndrome;Cardiomyopathies;2,83E+11
4828;Marfan Syndrome/Loeys-Dietz Syndrome/Familial Thoracic Aortic Aneurysms and Dissections;rs397515765;Marfan syndrome;Cardiomyopathies;1,04E+12
4829;Marfan syndrome;rs397515853;Marfan syndrome;Cardiomyopathies;2,83E+11
4830;Marfan syndrome;rs730880105;Marfan syndrome;Cardiomyopathies;2,83E+11
4831;Marfan syndrome;rs765205164;Marfan syndrome;Cardiomyopathies;2,83E+11
4832;Marfan syndrome;rs768508812;Marfan syndrome;Cardiomyopathies;2,83E+11
4833;Brugada syndrome;rs1060501145;Brugada syndrome;Cardiomyopathies;7,04E+11
4834;Brugada syndrome 6;rs141695803;Brugada syndrome;Cardiomyopathies;1,20E+12
4835;Brugada syndrome;rs191009474;Brugada syndrome;Cardiomyopathies;7,04E+11
4836;Brugada syndrome;rs193922726;Brugada syndrome;Cardiomyopathies;7,04E+11
4837;Brugada syndrome;rs199473196;Brugada syndrome;Cardiomyopathies;7,04E+11
4838;Brugada syndrome;rs199473552;Brugada syndrome;Cardiomyopathies;7,04E+11
4839;Brugada syndrome;rs41311135;Brugada syndrome;Cardiomyopathies;7,04E+11
4840;Brugada syndrome 8;rs767095274;Brugada syndrome;Cardiomyopathies;9,62E+11
4841;Brugada syndrome;rs879035421;Brugada syndrome;Cardiomyopathies;7,04E+11
4842;Familial restrictive cardiomyopathy 3;rs193922620;Restrictive cardiomyopathy;Cardiomyopathies;1,80E+11
4843;Short QT syndrome 3;rs199473373;Short QT syndrome;Cardiomyopathies;9,45E+11
4844;Primary dilated cardiomyopathy;rs1037792824;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4845;Dilated cardiomyopathy 1G;rs1060500486;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4846;Dilated cardiomyopathy 1G;rs1060500509;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4847;Dilated cardiomyopathy 1W;rs1060502195;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
4848;Dilated cardiomyopathy 1G;rs1060503940;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4849;Dilated cardiomyopathy 1G;rs11896779;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4850;Dilated cardiomyopathy 1G;rs138787974;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4851;Dilated cardiomyopathy 1G;rs140714512;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4852;Dilated cardiomyopathy 1G;rs1426948805;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4853;Dilated cardiomyopathy 1G;rs144011561;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4854;Dilated cardiomyopathy 1P;rs145623013;Dilated cardiomyopathy;Cardiomyopathies;5,67E+11
4855;Dilated cardiomyopathy 1G;rs146627500;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4856;Dilated cardiomyopathy 1J;rs147135637;Dilated cardiomyopathy;Cardiomyopathies;3,61E+11
4857;Dilated cardiomyopathy 1G;rs149059189;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4858;Dilated cardiomyopathy 1G;rs1553622176;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4859;Dilated cardiomyopathy 1G;rs1553936898;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4860;Dilated cardiomyopathy 1G;rs16866469;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4861;Dilated cardiomyopathy 1JJ;rs200300118;Dilated cardiomyopathy;Cardiomyopathies;6,01E+11
4862;Dilated cardiomyopathy 1G;rs200716018;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4863;Primary dilated cardiomyopathy;rs200977103;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4864;Dilated cardiomyopathy 1G;rs201581947;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4865;Dilated cardiomyopathy 1G;rs202040332;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4866;Dilated cardiomyopathy 1G;rs34618570;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4867;Dilated cardiomyopathy 1DD;rs371951525;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
4868;Dilated cardiomyopathy 1G;rs373311745;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4869;Dilated cardiomyopathy 1DD;rs374299043;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
4870;Dilated cardiomyopathy 1G;rs374930292;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4871;Familial dilated cardiomyopathy;rs397517906;Dilated cardiomyopathy;Cardiomyopathies;1,19E+12
4872;Dilated cardiomyopathy 1G;rs531432790;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4873;Dilated cardiomyopathy 1G;rs535612231;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4874;Dilated cardiomyopathy 1DD;rs536357058;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
4875;Dilated cardiomyopathy 1G;rs536974988;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4876;Primary dilated cardiomyopathy;rs727504498;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4877;Dilated cardiomyopathy 1G;rs748958021;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4878;Dilated cardiomyopathy with woolly hair and keratoderma;rs751972271;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
4879;Dilated cardiomyopathy 1G;rs753833148;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4880;Dilated cardiomyopathy 1G;rs760762257;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4881;Dilated cardiomyopathy 1G;rs761666344;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4882;Dilated cardiomyopathy 1G;rs776018262;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4883;Dilated cardiomyopathy 1G;rs777482646;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4884;Primary dilated cardiomyopathy;rs869025441;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
4885;Dilated cardiomyopathy 1W;rs878854970;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
4886;Dilated cardiomyopathy 1G;rs879029800;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
4887;Hypertrophic cardiomyopathy;rs1012335909;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4888;Familial hypertrophic cardiomyopathy 4;rs121909374;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
4889;Hypertrophic cardiomyopathy;rs1333619884;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4890;Hypertrophic cardiomyopathy;rs142095604;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4891;Primary familial hypertrophic cardiomyopathy;rs145213771;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4892;Hypertrophic cardiomyopathy;rs1555613121;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4893;Familial hypertrophic cardiomyopathy 19;rs1555775874;Hypertrophic cardiomyopathy;Cardiomyopathies;7,56E+11
4894;Hypertrophic cardiomyopathy;rs193922652;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4895;Hypertrophic cardiomyopathy;rs28933098;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4896;Familial hypertrophic cardiomyopathy 4;rs371488508;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
4897;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs371637024;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
4898;Hypertrophic cardiomyopathy;rs3813247;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4899;Primary familial hypertrophic cardiomyopathy;rs397515982;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4900;Primary familial hypertrophic cardiomyopathy;rs397516076;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4901;Hypertrophic cardiomyopathy;rs45560638;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4902;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs534059998;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
4903;Familial hypertrophic cardiomyopathy 12;rs557643642;Hypertrophic cardiomyopathy;Cardiomyopathies;2,92E+11
4904;Hypertrophic cardiomyopathy;rs58371596;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4905;Hypertrophic cardiomyopathy;rs61004744;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4906;Hypertrophic cardiomyopathy;rs72677242;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4907;Familial hypertrophic cardiomyopathy 1;rs727503246;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
4908;Primary familial hypertrophic cardiomyopathy;rs727503501;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
4909;Hypertrophic cardiomyopathy;rs730880554;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4910;Hypertrophic cardiomyopathy;rs735711;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4911;Hypertrophic cardiomyopathy;rs758068136;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4912;Hypertrophic cardiomyopathy;rs771366227;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4913;Familial hypertrophic cardiomyopathy 14;rs775234352;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
4914;Hypertrophic cardiomyopathy;rs876661370;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4915;Hypertrophic cardiomyopathy;rs886046213;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4916;Hypertrophic cardiomyopathy;rs886055220;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4917;Hypertrophic cardiomyopathy;rs886055232;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4918;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs886062095;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
4919;Familial hypertrophic cardiomyopathy 12;rs1196538543;Hypertrophic cardiomyopathy;Cardiomyopathies;2,92E+11
4920;Hypertrophic cardiomyopathy;rs1321971649;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4921;Familial hypertrophic cardiomyopathy 2;rs730881101;Hypertrophic cardiomyopathy;Cardiomyopathies;1,08E+12
4922;Familial hypertrophic cardiomyopathy 9;rs772411127;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
4923;Familial hypertrophic cardiomyopathy 20;rs776106290;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
4924;Hypertrophic cardiomyopathy;rs781147581;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
4925;Long QT syndrome;rs111606207;Long QT syndrome;Cardiomyopathies;1,29E+11
4926;Long QT syndrome;rs1184709095;Long QT syndrome;Cardiomyopathies;1,29E+11
4927;Long QT syndrome;rs120074184;Long QT syndrome;Cardiomyopathies;1,29E+11
4928;Long QT syndrome;rs1261133929;Long QT syndrome;Cardiomyopathies;1,29E+11
4929;Long QT syndrome;rs137854619;Long QT syndrome;Cardiomyopathies;1,29E+11
4930;Long QT syndrome;rs1555843898;Long QT syndrome;Cardiomyopathies;1,29E+11
4931;Long QT syndrome 3;rs1559728884;Long QT syndrome;Cardiomyopathies;1,57E+12
4932;Long QT syndrome;rs199472765;Long QT syndrome;Cardiomyopathies;1,29E+11
4933;Long QT syndrome;rs199472784;Long QT syndrome;Cardiomyopathies;1,29E+11
4934;Long QT syndrome;rs199473033;Long QT syndrome;Cardiomyopathies;1,29E+11
4935;Congenital long QT syndrome;rs199473222;Long QT syndrome;Cardiomyopathies;1,40E+12
4936;Long QT syndrome;rs199473459;Long QT syndrome;Cardiomyopathies;1,29E+11
4937;Long QT syndrome;rs199473543;Long QT syndrome;Cardiomyopathies;1,29E+11
4938;Long QT syndrome;rs572502923;Long QT syndrome;Cardiomyopathies;1,29E+11
4939;Long QT syndrome;rs758461435;Long QT syndrome;Cardiomyopathies;1,29E+11
4940;Long QT syndrome;rs777945001;Long QT syndrome;Cardiomyopathies;1,29E+11
4941;Long QT syndrome;rs781762504;Long QT syndrome;Cardiomyopathies;1,29E+11
4942;Long QT syndrome;rs794728469;Long QT syndrome;Cardiomyopathies;1,29E+11
4943;Long QT syndrome;rs886059023;Long QT syndrome;Cardiomyopathies;1,29E+11
4944;Catecholaminergic polymorphic ventricular tachycardia;rs1456929288;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4945;Catecholaminergic polymorphic ventricular tachycardia;rs1553373926;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4946;Catecholaminergic polymorphic ventricular tachycardia;rs1558481148;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4947;Catecholaminergic polymorphic ventricular tachycardia;rs184625125;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4948;Catecholaminergic polymorphic ventricular tachycardia;rs756693726;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4949;Catecholaminergic polymorphic ventricular tachycardia;rs886046282;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4950;Catecholaminergic polymorphic ventricular tachycardia;rs908084983;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
4951;Marfan syndrome;rs112366266;Marfan syndrome;Cardiomyopathies;2,83E+11
4952;Marfan syndrome;rs1555394780;Marfan syndrome;Cardiomyopathies;2,83E+11
4953;Marfan syndrome;rs1555396639;Marfan syndrome;Cardiomyopathies;2,83E+11
4954;Marfan syndrome;rs1555398683;Marfan syndrome;Cardiomyopathies;2,83E+11
4955;Marfan syndrome;rs1555400066;Marfan syndrome;Cardiomyopathies;2,83E+11
4956;Marfan syndrome;rs1555400595;Marfan syndrome;Cardiomyopathies;2,83E+11
4957;Marfan syndrome;rs1566898144;Marfan syndrome;Cardiomyopathies;2,83E+11
